topics, num_imgs, num_hrefs, kw_avg_avg, data_channel_is_tech, data_channel_is_other, shares
Entertainment,1.0,4.0,2642.33812556,0.0,0.0,506
Business,0.0,17.0,3104.70385386,0.0,0.0,3700
Entertainment,11.0,7.0,3515.69788815,0.0,0.0,5900
Business,1.0,6.0,1830.04594863,0.0,0.0,393
Entertainment,7.0,14.0,2766.44341445,0.0,0.0,464
World,1.0,15.0,2323.87337923,0.0,0.0,1800
Technology,0.0,5.0,6515.72539937,1.0,0.0,1700
Business,1.0,18.0,2380.60186702,0.0,0.0,2200
Entertainment,0.0,5.0,3121.49268007,0.0,0.0,15000
Lifestyle,1.0,6.0,1525.8300746,0.0,0.0,2600
Entertainment,1.0,4.0,2619.9034607,0.0,0.0,479
Entertainment,1.0,7.0,3562.85512186,0.0,0.0,604
Entertainment,17.0,55.0,2921.73308008,0.0,0.0,1200
World,8.0,4.0,2359.60863358,0.0,0.0,787
Entertainment,1.0,8.0,2572.49178744,0.0,0.0,537
Technology,1.0,8.0,2365.61710512,1.0,0.0,3800
Business,1.0,10.0,3210.92668395,0.0,0.0,3300
Other,0.0,31.0,4663.7938311,0.0,1.0,5000
Business,1.0,7.0,2997.99995192,0.0,0.0,3100
Technology,1.0,5.0,2782.43954211,1.0,0.0,798
Technology,1.0,7.0,2020.07170684,1.0,0.0,728
Business,1.0,8.0,1846.94387604,0.0,0.0,690
Social Media,1.0,21.0,2722.25097813,0.0,0.0,3200
Other,10.0,21.0,1606.12998671,0.0,1.0,12400
Entertainment,15.0,43.0,3160.54227002,0.0,0.0,421
Entertainment,1.0,7.0,4160.36803111,0.0,0.0,1900
Lifestyle,1.0,25.0,1691.3753005,0.0,0.0,1700
Lifestyle,0.0,5.0,2794.2802499,0.0,0.0,2300
World,11.0,12.0,1879.44622899,0.0,0.0,614
Entertainment,1.0,2.0,2359.84046252,0.0,0.0,4800
Entertainment,12.0,20.0,3238.02491871,0.0,0.0,579
Entertainment,1.0,10.0,3560.06818492,0.0,0.0,6000
Other,0.0,21.0,3786.46100992,0.0,1.0,1400
Entertainment,1.0,13.0,1794.74671463,0.0,0.0,80
Technology,42.0,8.0,2173.07642786,1.0,0.0,752
Other,1.0,15.0,4079.89197768,0.0,1.0,4800
Other,1.0,5.0,3166.02287354,0.0,1.0,420
Business,1.0,15.0,2503.40008206,0.0,0.0,1600
Entertainment,1.0,10.0,1641.09274632,0.0,0.0,1200
World,1.0,11.0,1887.35480692,0.0,0.0,1200
Other,0.0,4.0,4386.00875715,0.0,1.0,730
Business,1.0,23.0,5023.3706277,0.0,0.0,1500
Entertainment,1.0,18.0,2268.09470244,0.0,0.0,5200
Business,0.0,4.0,2492.8390784,0.0,0.0,740
Technology,1.0,6.0,1817.77498005,1.0,0.0,1200
Business,1.0,10.0,2487.99289237,0.0,0.0,476
Technology,1.0,10.0,2680.06575427,1.0,0.0,816
Technology,1.0,7.0,2277.93973926,1.0,0.0,760
Entertainment,1.0,2.0,2890.11352382,0.0,0.0,31600
Entertainment,1.0,8.0,2241.56479211,0.0,0.0,562
Entertainment,0.0,7.0,4213.71398449,0.0,0.0,3400
Technology,1.0,9.0,2646.00921239,1.0,0.0,1100
Entertainment,1.0,6.0,2014.17015336,0.0,0.0,1000
Technology,1.0,10.0,2453.81985211,1.0,0.0,2200
Business,1.0,6.0,3426.36245587,0.0,0.0,1400
Lifestyle,6.0,31.0,3547.72297123,0.0,0.0,613
Technology,0.0,7.0,2379.55224749,1.0,0.0,1100
Other,0.0,5.0,5671.42076365,0.0,1.0,6600
Business,1.0,5.0,2406.12948144,0.0,0.0,951
Technology,1.0,3.0,3569.80465685,1.0,0.0,2700
Other,0.0,18.0,4611.86200842,0.0,1.0,3400
Technology,1.0,3.0,2104.6165408,1.0,0.0,792
Technology,16.0,34.0,3151.23884893,1.0,0.0,1600
Other,0.0,39.0,4578.88423114,0.0,1.0,1400
Entertainment,1.0,2.0,2545.87656329,0.0,0.0,1800
Other,1.0,7.0,4579.39384546,0.0,1.0,1200
World,1.0,16.0,2540.43032879,0.0,0.0,433
Technology,8.0,20.0,3424.95259712,1.0,0.0,1400
Entertainment,0.0,4.0,4304.90216376,0.0,0.0,2200
Entertainment,1.0,7.0,2463.16521881,0.0,0.0,1300
Other,8.0,14.0,4845.58363188,0.0,1.0,1300
Business,0.0,7.0,2805.8978222,0.0,0.0,619
Business,1.0,2.0,2624.18764239,0.0,0.0,830
Other,0.0,5.0,3045.24602807,0.0,1.0,971
Business,1.0,9.0,2289.06389841,0.0,0.0,548
Social Media,1.0,10.0,4349.5427177,0.0,0.0,1200
World,1.0,18.0,2100.36489288,0.0,0.0,1600
Entertainment,1.0,24.0,2696.1601056,0.0,0.0,1800
Entertainment,1.0,22.0,2493.4100529,0.0,0.0,1600
World,1.0,5.0,2476.53379593,0.0,0.0,144
Other,0.0,3.0,4546.45230616,0.0,1.0,615
World,1.0,2.0,2203.06795911,0.0,0.0,22000
Business,1.0,7.0,2476.34105957,0.0,0.0,970
Technology,1.0,27.0,2845.2271181,1.0,0.0,3700
Social Media,47.0,83.0,3226.59835346,0.0,0.0,2200
Entertainment,0.0,6.0,3435.88434772,0.0,0.0,1400
Other,0.0,3.0,3962.47530723,0.0,1.0,774
World,1.0,11.0,1932.58153404,0.0,0.0,497
Technology,1.0,10.0,2224.04522852,1.0,0.0,766
Entertainment,0.0,2.0,2114.52623922,0.0,0.0,2500
Other,0.0,5.0,4027.15229504,0.0,1.0,817
Business,1.0,9.0,1684.05592489,0.0,0.0,833
Technology,11.0,5.0,3097.73588052,1.0,0.0,859
Technology,1.0,7.0,2821.84964742,1.0,0.0,104
Lifestyle,1.0,12.0,1614.78081338,0.0,0.0,782
Technology,1.0,6.0,2669.15206895,1.0,0.0,712
Social Media,1.0,7.0,3680.42168004,0.0,0.0,5700
Other,0.0,5.0,4764.39432489,0.0,1.0,387
Entertainment,1.0,4.0,3120.10029501,0.0,0.0,736
Other,1.0,19.0,4455.49588008,0.0,1.0,12100
Other,19.0,23.0,2485.59122842,0.0,1.0,1100
World,1.0,14.0,1926.06299146,0.0,0.0,612
Business,1.0,23.0,3011.05811391,0.0,0.0,1200
Business,1.0,6.0,2700.12911101,0.0,0.0,573
Technology,1.0,3.0,2311.35336775,1.0,0.0,906
Other,0.0,24.0,3807.94200859,0.0,1.0,9600
Other,0.0,26.0,2575.87332452,0.0,1.0,4800
Other,6.0,17.0,5274.49781354,0.0,1.0,440
Other,5.0,5.0,3733.90939313,0.0,1.0,905
Technology,1.0,46.0,2671.17744942,1.0,0.0,4100
Technology,1.0,20.0,1518.77746329,1.0,0.0,1800
Entertainment,0.0,12.0,3459.10761217,0.0,0.0,2000
Entertainment,0.0,8.0,1831.23767755,0.0,0.0,768
World,1.0,6.0,2856.29719209,0.0,0.0,5700
Other,0.0,12.0,3472.21063217,0.0,1.0,700
Business,1.0,7.0,2469.19190423,0.0,0.0,6000
Technology,6.0,6.0,3280.75134294,1.0,0.0,2600
Other,13.0,8.0,4098.98467115,0.0,1.0,786
Technology,0.0,4.0,2891.34646144,1.0,0.0,4200
Entertainment,1.0,7.0,3689.41954055,0.0,0.0,16700
World,1.0,12.0,2275.97753793,0.0,0.0,629
Entertainment,1.0,5.0,1813.90704079,0.0,0.0,463
Lifestyle,11.0,24.0,3727.04987021,0.0,0.0,959
Other,0.0,0.0,4871.23218773,0.0,1.0,1100
Technology,14.0,2.0,2982.85898244,1.0,0.0,5400
Technology,0.0,4.0,3048.02043795,1.0,0.0,906
Technology,1.0,3.0,2452.96951462,1.0,0.0,2100
Business,0.0,5.0,2769.18879133,0.0,0.0,826
Business,0.0,16.0,2762.22209402,0.0,0.0,525
Entertainment,1.0,1.0,3461.38078739,0.0,0.0,7700
Entertainment,13.0,15.0,4387.35799713,0.0,0.0,1300
Entertainment,1.0,8.0,2469.41721962,0.0,0.0,589
Entertainment,8.0,3.0,3344.59607501,0.0,0.0,595
Other,15.0,5.0,4413.99474359,0.0,1.0,12300
Other,0.0,2.0,4165.19338264,0.0,1.0,1100
Other,1.0,6.0,2357.25206097,0.0,1.0,957
Other,0.0,5.0,3748.19811041,0.0,1.0,1300
Technology,1.0,4.0,2479.70019587,1.0,0.0,1400
Lifestyle,1.0,7.0,3911.63534191,0.0,0.0,1800
Other,1.0,13.0,3769.21347881,0.0,1.0,1700
Entertainment,1.0,7.0,2239.87370265,0.0,0.0,687
World,1.0,17.0,1585.9595656,0.0,0.0,5000
Technology,0.0,5.0,2479.54260084,1.0,0.0,726
Technology,1.0,11.0,2686.34391572,1.0,0.0,7900
World,1.0,9.0,2520.85423957,0.0,0.0,554
Technology,1.0,9.0,2989.94853193,1.0,0.0,3100
World,1.0,22.0,2290.20627612,0.0,0.0,248
World,11.0,12.0,2442.55225415,0.0,0.0,1900
Entertainment,1.0,5.0,2618.14465534,0.0,0.0,787
Business,1.0,8.0,2021.22850042,0.0,0.0,1000
Entertainment,0.0,6.0,3137.36600487,0.0,0.0,10500
World,1.0,42.0,1555.33115808,0.0,0.0,734
Technology,0.0,7.0,2504.23799089,1.0,0.0,5000
Entertainment,1.0,5.0,4010.04966765,0.0,0.0,1700
Technology,1.0,7.0,5007.91873943,1.0,0.0,2000
Other,0.0,16.0,3970.91639209,0.0,1.0,6200
Technology,1.0,4.0,2800.65421939,1.0,0.0,1000
Lifestyle,0.0,3.0,3199.71667959,0.0,0.0,5600
Technology,9.0,18.0,3094.1844258,1.0,0.0,7400
Entertainment,1.0,4.0,3586.51565705,0.0,0.0,896
Entertainment,1.0,3.0,2111.41101075,0.0,0.0,775
Entertainment,35.0,4.0,2184.08760528,0.0,0.0,995
Technology,1.0,6.0,2926.89381839,1.0,0.0,1100
Other,0.0,13.0,3426.75916314,0.0,1.0,3700
Technology,1.0,9.0,1968.83385782,1.0,0.0,773
Technology,1.0,11.0,2185.25523428,1.0,0.0,450
Entertainment,0.0,9.0,2218.61087899,0.0,0.0,12800
Business,1.0,3.0,2498.26584342,0.0,0.0,981
Business,1.0,8.0,1921.54162322,0.0,0.0,714
Other,1.0,34.0,4046.59222341,0.0,1.0,13800
Other,0.0,26.0,4155.81497264,0.0,1.0,15200
Technology,0.0,4.0,2113.21182271,1.0,0.0,4100
World,1.0,22.0,1881.59728842,0.0,0.0,686
Lifestyle,0.0,2.0,3906.26899911,0.0,0.0,847
Lifestyle,1.0,14.0,2822.01662761,0.0,0.0,834
World,1.0,7.0,1788.99310986,0.0,0.0,485
Technology,1.0,14.0,4905.54605966,1.0,0.0,11600
Lifestyle,1.0,23.0,3361.96843325,0.0,0.0,6300
Lifestyle,1.0,8.0,2054.03000157,0.0,0.0,272
Entertainment,1.0,7.0,2181.55105175,0.0,0.0,820
Technology,1.0,8.0,2774.97132435,1.0,0.0,1900
Entertainment,1.0,4.0,2740.1393908,0.0,0.0,1200
Entertainment,1.0,4.0,3148.84678311,0.0,0.0,595
Other,26.0,31.0,3901.98953651,0.0,1.0,1600
World,1.0,21.0,1769.55639186,0.0,0.0,1100
World,1.0,12.0,2448.19521233,0.0,0.0,398
Other,1.0,8.0,5193.26592616,0.0,1.0,1400
Technology,0.0,3.0,3691.49302427,1.0,0.0,823
Entertainment,1.0,10.0,2008.54886133,0.0,0.0,1500
Entertainment,18.0,2.0,2526.2632229,0.0,0.0,589
Business,1.0,12.0,2607.9351771,0.0,0.0,628
Social Media,1.0,2.0,3029.39075788,0.0,0.0,5200
Technology,11.0,24.0,2682.87562339,1.0,0.0,4500
Entertainment,0.0,9.0,3432.82782654,0.0,0.0,1100
Technology,1.0,3.0,2881.79549452,1.0,0.0,1300
Business,1.0,3.0,2835.50269341,0.0,0.0,1500
Business,1.0,4.0,2661.35412895,0.0,0.0,452
Entertainment,1.0,4.0,2424.22539896,0.0,0.0,657
Business,0.0,2.0,3699.99296853,0.0,0.0,71000
Technology,1.0,4.0,2095.77561736,1.0,0.0,1900
Entertainment,1.0,5.0,2431.48075491,0.0,0.0,1100
Other,0.0,0.0,3493.11339414,0.0,1.0,4300
Entertainment,0.0,4.0,3050.30654129,0.0,0.0,5800
Entertainment,0.0,4.0,2960.25522968,0.0,0.0,553
Other,0.0,4.0,4555.87873355,0.0,1.0,1200
Technology,0.0,4.0,2908.56857789,1.0,0.0,1000
Technology,1.0,1.0,2279.31517001,1.0,0.0,676
Social Media,32.0,72.0,2858.05556298,0.0,0.0,1100
World,1.0,14.0,2044.71902153,0.0,0.0,2400
World,1.0,13.0,1659.2784679,0.0,0.0,334
Business,1.0,3.0,2454.61589348,0.0,0.0,600
World,0.0,5.0,2746.14479621,0.0,0.0,913
Entertainment,1.0,13.0,3480.52309745,0.0,0.0,3600
Technology,1.0,4.0,2065.49049644,1.0,0.0,791
Business,0.0,5.0,2222.54362792,0.0,0.0,852
Social Media,1.0,32.0,2652.02515907,0.0,0.0,1500
Entertainment,1.0,6.0,2919.59169955,0.0,0.0,384
Entertainment,1.0,7.0,2035.4430211,0.0,0.0,199
Social Media,1.0,13.0,3898.58755652,0.0,0.0,165
Entertainment,0.0,8.0,3352.7619288,0.0,0.0,584
Entertainment,1.0,2.0,4343.90519549,0.0,0.0,8100
Other,35.0,28.0,4619.10294962,0.0,1.0,1700
Entertainment,1.0,3.0,8500.54446609,0.0,0.0,5400
Other,0.0,8.0,5312.12425691,0.0,1.0,629
Other,0.0,5.0,3877.36751358,0.0,1.0,6100
Technology,1.0,12.0,1752.26778118,1.0,0.0,92
Business,1.0,8.0,2241.57621564,0.0,0.0,799
Entertainment,1.0,41.0,2021.25407396,0.0,0.0,158
Social Media,1.0,5.0,3283.26535953,0.0,0.0,3200
Entertainment,14.0,20.0,2565.73812308,0.0,0.0,967
Technology,1.0,5.0,2532.32071514,1.0,0.0,765
Business,1.0,4.0,2562.17949745,0.0,0.0,587
Social Media,0.0,8.0,4371.4603398,0.0,0.0,7400
Business,1.0,4.0,1675.66310643,0.0,0.0,2700
Entertainment,13.0,10.0,2387.47271196,0.0,0.0,669
Other,11.0,3.0,3888.40954258,0.0,1.0,913
Business,1.0,11.0,2451.86273319,0.0,0.0,1400
Business,1.0,20.0,2181.69607911,0.0,0.0,11800
Technology,1.0,9.0,3700.72547645,1.0,0.0,164
Technology,1.0,7.0,2869.94571074,1.0,0.0,374
Technology,1.0,11.0,2447.72133419,1.0,0.0,1400
Business,1.0,9.0,2460.99111908,0.0,0.0,1000
Other,0.0,4.0,5526.54917527,0.0,1.0,552
Technology,0.0,8.0,1692.05648518,1.0,0.0,1100
Other,1.0,30.0,4554.10087123,0.0,1.0,2000
Business,1.0,24.0,3476.29644315,0.0,0.0,4000
Other,0.0,13.0,4460.4753938,0.0,1.0,2600
Other,0.0,3.0,3190.91007642,0.0,1.0,1600
Other,17.0,34.0,3551.87236257,0.0,1.0,17600
Technology,1.0,3.0,2167.81785634,1.0,0.0,2100
Entertainment,21.0,2.0,2506.20006162,0.0,0.0,980
Other,0.0,6.0,3909.18744706,0.0,1.0,32500
Other,1.0,20.0,3570.38746889,0.0,1.0,723
Technology,1.0,13.0,2295.37078609,1.0,0.0,5700
World,1.0,7.0,2639.61703774,0.0,0.0,728
Other,0.0,48.0,3618.0208875,0.0,1.0,12900
Technology,16.0,8.0,2324.07918353,1.0,0.0,2100
Technology,1.0,6.0,3396.52150519,1.0,0.0,6500
Other,0.0,18.0,2803.37852349,0.0,1.0,16900
World,13.0,7.0,2071.8332189,0.0,0.0,980
Technology,1.0,8.0,2086.14824718,1.0,0.0,1200
Technology,9.0,8.0,2444.0852226,1.0,0.0,909
Technology,1.0,3.0,2752.54811034,1.0,0.0,1400
Lifestyle,1.0,6.0,2009.51955654,0.0,0.0,796
Business,1.0,8.0,2414.20339055,0.0,0.0,665
Business,0.0,5.0,2946.67187772,0.0,0.0,1100
World,1.0,12.0,2580.0729397,0.0,0.0,558
Technology,1.0,5.0,2906.20721287,1.0,0.0,659
World,1.0,10.0,1980.33656383,0.0,0.0,124
Entertainment,1.0,3.0,2507.93693937,0.0,0.0,109
World,1.0,5.0,2057.05449199,0.0,0.0,995
World,1.0,5.0,2475.59584537,0.0,0.0,758
Business,1.0,5.0,3383.85751748,0.0,0.0,1900
Other,0.0,5.0,4298.29783727,0.0,1.0,2100
World,1.0,18.0,2789.86733817,0.0,0.0,3900
Other,20.0,6.0,4343.86746582,0.0,1.0,1400
World,1.0,5.0,2265.15278767,0.0,0.0,1500
World,22.0,8.0,1549.93190966,0.0,0.0,980
Business,1.0,7.0,2729.93626229,0.0,0.0,5900
Technology,1.0,16.0,3053.08164481,1.0,0.0,428
Entertainment,20.0,5.0,1426.00479271,0.0,0.0,1500
Technology,1.0,20.0,2113.39349202,1.0,0.0,4000
Business,1.0,5.0,2301.99685262,0.0,0.0,1200
Entertainment,1.0,7.0,2409.49712338,0.0,0.0,782
Entertainment,1.0,3.0,2751.87116451,0.0,0.0,2200
Social Media,1.0,6.0,2842.14239646,0.0,0.0,1700
Social Media,1.0,11.0,2378.79112142,0.0,0.0,5200
Other,1.0,10.0,4310.22408119,0.0,1.0,2400
Other,1.0,25.0,3978.30815027,0.0,1.0,1400
Social Media,0.0,14.0,3982.53034013,0.0,0.0,29000
Entertainment,0.0,4.0,2939.45965413,0.0,0.0,1100
Technology,1.0,4.0,2263.12018069,1.0,0.0,1200
Business,0.0,4.0,2638.23084224,0.0,0.0,745
Entertainment,1.0,1.0,7329.85769445,0.0,0.0,3400
Technology,1.0,29.0,3398.75764264,1.0,0.0,2100
World,10.0,16.0,2057.48799225,0.0,0.0,762
Technology,0.0,7.0,2476.2970876,1.0,0.0,4800
Technology,7.0,10.0,2607.55969435,1.0,0.0,1900
Entertainment,1.0,9.0,3746.073943,0.0,0.0,5800
Entertainment,18.0,23.0,4489.49713501,0.0,0.0,5100
Other,0.0,3.0,4240.71561397,0.0,1.0,730
Technology,23.0,4.0,3800.57129195,1.0,0.0,1900
Other,10.0,13.0,3498.04339961,0.0,1.0,1100
Other,0.0,0.0,3433.3777401,0.0,1.0,615
Entertainment,0.0,6.0,4137.988576,0.0,0.0,6800
Entertainment,23.0,22.0,2722.75350264,0.0,0.0,1100
World,1.0,9.0,1969.64765818,0.0,0.0,2200
Lifestyle,1.0,13.0,1934.64845617,0.0,0.0,776
Other,12.0,31.0,4071.7041441,0.0,1.0,1100
Entertainment,1.0,3.0,3706.75615009,0.0,0.0,65
Entertainment,1.0,11.0,2712.88910442,0.0,0.0,1200
Technology,1.0,20.0,2782.49156328,1.0,0.0,1600
Social Media,1.0,15.0,1803.77187345,0.0,0.0,217
Entertainment,0.0,4.0,3376.89236408,0.0,0.0,1000
Other,21.0,24.0,4373.83363264,0.0,1.0,811
Technology,0.0,8.0,3275.06380782,1.0,0.0,892
Entertainment,1.0,26.0,3870.57918472,0.0,0.0,759
Other,0.0,57.0,3861.02217415,0.0,1.0,1400
Business,1.0,9.0,2744.03054196,0.0,0.0,7900
Entertainment,1.0,3.0,3313.68595743,0.0,0.0,11200
Business,1.0,23.0,3311.39642956,0.0,0.0,2200
Social Media,10.0,29.0,3488.35036093,0.0,0.0,1100
Technology,11.0,18.0,3139.87080806,1.0,0.0,2100
Social Media,1.0,8.0,3775.48559115,0.0,0.0,2600
Entertainment,0.0,3.0,3107.10352372,0.0,0.0,1100
Business,1.0,7.0,2640.3854416,0.0,0.0,1700
Lifestyle,0.0,5.0,2345.00474557,0.0,0.0,826
Technology,17.0,31.0,2368.0656915,1.0,0.0,19700
Lifestyle,1.0,21.0,7810.93535059,0.0,0.0,971
Business,1.0,8.0,2883.38554393,0.0,0.0,4700
Business,1.0,18.0,2251.6718533,0.0,0.0,1400
Business,1.0,14.0,2029.81736959,0.0,0.0,1300
Entertainment,0.0,6.0,3070.7019071,0.0,0.0,1100
Other,75.0,86.0,3997.93073664,0.0,1.0,7300
Entertainment,1.0,10.0,2279.83591069,0.0,0.0,2200
Other,0.0,17.0,3627.81567164,0.0,1.0,728
World,0.0,11.0,2335.69421093,0.0,0.0,1100
Other,12.0,5.0,3498.17993306,0.0,1.0,975
Business,1.0,14.0,4276.11610174,0.0,0.0,3300
Entertainment,0.0,5.0,3720.20670555,0.0,0.0,1900
Business,0.0,21.0,2804.47614593,0.0,0.0,992
Technology,1.0,7.0,2215.30220964,1.0,0.0,843
Other,0.0,7.0,3397.57346406,0.0,1.0,930
Entertainment,0.0,14.0,2580.13485908,0.0,0.0,4600
Technology,0.0,8.0,2412.89943808,1.0,0.0,2800
Other,9.0,23.0,3473.43854165,0.0,1.0,863
Technology,8.0,4.0,2241.1371882,1.0,0.0,999
Other,0.0,6.0,4365.57999335,0.0,1.0,1100
Other,0.0,22.0,3900.0999558,0.0,1.0,19300
Business,1.0,22.0,3477.16291785,0.0,0.0,7300
Other,16.0,19.0,3407.97505241,0.0,1.0,2700
Technology,1.0,15.0,2854.48163574,1.0,0.0,4200
Technology,1.0,3.0,2651.88882709,1.0,0.0,1900
Technology,1.0,5.0,2178.05705219,1.0,0.0,787
Lifestyle,13.0,30.0,3210.31831781,0.0,0.0,1100
Technology,1.0,18.0,2218.52209384,1.0,0.0,551
Lifestyle,1.0,5.0,2924.19555672,0.0,0.0,1100
Other,1.0,9.0,4152.41327066,0.0,1.0,2800
Entertainment,1.0,7.0,2450.39318078,0.0,0.0,7500
Other,20.0,6.0,2939.13735827,0.0,1.0,2500
Entertainment,1.0,18.0,3145.82513605,0.0,0.0,959
Entertainment,20.0,10.0,3191.46943998,0.0,0.0,811
Entertainment,1.0,2.0,1887.49508163,0.0,0.0,850
Entertainment,1.0,9.0,1862.16008037,0.0,0.0,887
Business,1.0,8.0,2051.36024923,0.0,0.0,565
World,1.0,7.0,2583.06092972,0.0,0.0,2900
Entertainment,1.0,8.0,3509.25254616,0.0,0.0,1100
Social Media,1.0,16.0,1801.32836403,0.0,0.0,1600
Lifestyle,1.0,1.0,3237.6140456,0.0,0.0,2700
World,1.0,4.0,2151.78507052,0.0,0.0,7500
Technology,1.0,5.0,2392.66734523,1.0,0.0,773
Other,12.0,28.0,3480.87903108,0.0,1.0,8000
Business,1.0,6.0,2840.44128728,0.0,0.0,1100
Technology,10.0,12.0,2782.31977711,1.0,0.0,9800
Entertainment,0.0,8.0,4027.85633258,0.0,0.0,3600
Business,1.0,4.0,1848.58028547,0.0,0.0,2100
Technology,0.0,5.0,2506.2910398,1.0,0.0,3700
Technology,1.0,7.0,2349.85941118,1.0,0.0,533
World,1.0,8.0,3608.11676108,0.0,0.0,97
Entertainment,0.0,38.0,4205.31967674,0.0,0.0,1200
Entertainment,0.0,0.0,2329.27432664,0.0,0.0,23700
Entertainment,1.0,24.0,2831.95494236,0.0,0.0,18200
Entertainment,91.0,14.0,4588.89459265,0.0,0.0,543
Technology,8.0,11.0,3110.676576,1.0,0.0,1500
Technology,11.0,8.0,3425.90005953,1.0,0.0,4500
Other,0.0,4.0,3276.21309078,0.0,1.0,3000
Business,1.0,11.0,2143.75870307,0.0,0.0,683
Business,1.0,4.0,3215.00160863,0.0,0.0,515
World,1.0,6.0,2433.98643836,0.0,0.0,2000
Entertainment,1.0,5.0,2145.27523126,0.0,0.0,651
Entertainment,9.0,4.0,5040.72254922,0.0,0.0,1200
Social Media,1.0,12.0,3605.5350526,0.0,0.0,1100
Entertainment,0.0,7.0,2374.20309968,0.0,0.0,941
Other,1.0,7.0,3019.60113116,0.0,1.0,552
World,1.0,3.0,3772.90602266,0.0,0.0,1500
Other,1.0,32.0,3255.40098464,0.0,1.0,910
World,1.0,7.0,2653.40831336,0.0,0.0,1300
Social Media,1.0,5.0,2643.46468296,0.0,0.0,2100
Business,1.0,27.0,2801.30539562,0.0,0.0,2200
Other,1.0,57.0,4458.71061652,0.0,1.0,45100
Technology,1.0,4.0,2710.73741965,1.0,0.0,1000
Technology,0.0,6.0,2800.20801358,1.0,0.0,827
Technology,1.0,3.0,1845.53608848,1.0,0.0,1300
Technology,1.0,10.0,2252.77965338,1.0,0.0,860
Entertainment,1.0,7.0,2801.66659761,0.0,0.0,932
World,0.0,6.0,1432.33849017,0.0,0.0,499
Other,1.0,31.0,4597.39922952,0.0,1.0,908
Business,0.0,5.0,2572.24098498,0.0,0.0,674
World,1.0,12.0,1867.65155251,0.0,0.0,232
Entertainment,1.0,7.0,4011.05606554,0.0,0.0,777
Other,15.0,36.0,3248.4740859,0.0,1.0,1200
Business,1.0,19.0,3674.93418113,0.0,0.0,4700
World,0.0,11.0,1873.50749929,0.0,0.0,14700
Technology,0.0,3.0,2894.28231886,1.0,0.0,3800
Technology,0.0,9.0,4616.7789233,1.0,0.0,1500
Entertainment,1.0,9.0,2566.14376037,0.0,0.0,724
Technology,1.0,3.0,1849.03887868,1.0,0.0,744
Technology,0.0,5.0,2647.58446162,1.0,0.0,1100
Business,1.0,2.0,2479.62235987,0.0,0.0,1100
Business,1.0,5.0,2477.43255595,0.0,0.0,1100
Business,1.0,2.0,2434.3220995,0.0,0.0,732
Business,1.0,10.0,2434.3220995,0.0,0.0,787
Entertainment,0.0,0.0,3381.21937066,0.0,0.0,1500
Business,1.0,13.0,2655.16076185,0.0,0.0,1800
Other,0.0,4.0,5182.25797486,0.0,1.0,2700
Technology,19.0,48.0,2443.23921233,1.0,0.0,2000
Other,5.0,9.0,3893.47477626,0.0,1.0,992
Technology,1.0,6.0,2755.63397507,1.0,0.0,6300
Other,0.0,15.0,2927.50779504,0.0,1.0,7100
Entertainment,7.0,14.0,3013.27487527,0.0,0.0,969
World,1.0,8.0,2017.29073182,0.0,0.0,1800
Entertainment,1.0,13.0,3416.18661834,0.0,0.0,753
Social Media,1.0,4.0,3306.75019365,0.0,0.0,815
World,1.0,24.0,1893.9202786,0.0,0.0,86
Other,21.0,22.0,4120.42726274,0.0,1.0,7600
World,1.0,8.0,2414.50831621,0.0,0.0,465
Other,1.0,30.0,4175.62643676,0.0,1.0,1900
Business,1.0,20.0,3769.80885086,0.0,0.0,4400
Business,1.0,14.0,2189.19089533,0.0,0.0,451
Lifestyle,1.0,8.0,2874.99538535,0.0,0.0,734
Technology,1.0,8.0,2501.91652825,1.0,0.0,1800
Entertainment,1.0,11.0,1899.7156457,0.0,0.0,88
Entertainment,0.0,7.0,1978.91520654,0.0,0.0,49
World,1.0,18.0,2169.12295816,0.0,0.0,597
Other,0.0,20.0,6098.30637989,0.0,1.0,1500
Entertainment,0.0,6.0,3715.17218344,0.0,0.0,1300
Technology,1.0,4.0,1767.82186176,1.0,0.0,1300
Other,0.0,3.0,3888.01091568,0.0,1.0,1000
Business,1.0,7.0,2878.09355715,0.0,0.0,2700
Social Media,45.0,77.0,4470.71271308,0.0,0.0,1900
Technology,0.0,10.0,1448.42384101,1.0,0.0,2500
Technology,13.0,19.0,3725.98007528,1.0,0.0,5900
World,1.0,9.0,1978.06399952,0.0,0.0,42
Entertainment,1.0,6.0,2970.57703638,0.0,0.0,2700
Technology,0.0,2.0,1796.31338884,1.0,0.0,852
Entertainment,23.0,7.0,4139.58359312,0.0,0.0,1100
Entertainment,1.0,6.0,2048.81336363,0.0,0.0,569
World,0.0,6.0,2411.25763125,0.0,0.0,77
Business,1.0,31.0,2454.73431647,0.0,0.0,2100
Technology,0.0,9.0,1000.70185929,1.0,0.0,1000
World,1.0,5.0,3129.48039178,0.0,0.0,2400
Entertainment,0.0,7.0,2683.16784783,0.0,0.0,811
Other,9.0,14.0,4207.90902329,0.0,1.0,16400
Technology,1.0,8.0,2308.80800258,1.0,0.0,1200
Technology,0.0,5.0,2487.53952362,1.0,0.0,14800
Technology,1.0,3.0,3774.67066113,1.0,0.0,3800
Business,1.0,7.0,4519.76659582,0.0,0.0,935
Social Media,1.0,3.0,2437.7492054,0.0,0.0,1000
Other,11.0,5.0,3979.79052522,0.0,1.0,954
Lifestyle,1.0,6.0,2394.40595511,0.0,0.0,310
